,lr,p,b0,bi,trunk,R2_1,R2_2,R2_3,R2_4
726,0.01,16,8,4,12,0.991913237,0.986913237,0.981913237,0.979913237
727,0.01,16,8,4,16,0.990036336,0.985036336,0.980036336,0.978036336
728,0.01,16,8,8,4,0.98938489,0.98438489,0.97938489,0.97738489
729,0.01,16,8,8,8,0.992101873,0.987101873,0.982101873,0.980101873
730,0.01,16,8,8,12,0.986655072,0.981655072,0.976655072,0.974655072
731,0.01,16,8,8,16,0.990289433,0.985289433,0.980289433,0.978289433
732,0.01,16,8,16,4,0.988561692,0.983561692,0.978561692,0.976561692
733,0.01,16,8,16,8,0.983083464,0.978083464,0.973083464,0.971083464
734,0.01,16,8,16,12,0.985882203,0.980882203,0.975882203,0.973882203
735,0.01,16,8,16,16,0.990108814,0.985108814,0.980108814,0.978108814
736,0.01,16,12,2,4,0.989590622,0.984590622,0.979590622,0.977590622
737,0.01,16,12,2,8,0.986645895,0.981645895,0.976645895,0.974645895
738,0.01,16,12,2,12,0.989795146,0.984795146,0.979795146,0.977795146
739,0.01,16,12,2,16,0.99232969,0.98732969,0.98232969,0.98032969
740,0.01,16,12,4,4,0.987325205,0.982325205,0.977325205,0.975325205
741,0.01,16,12,4,8,0.988771138,0.983771138,0.978771138,0.976771138
742,0.01,16,12,4,12,0.991114655,0.986114655,0.981114655,0.979114655
743,0.01,16,12,4,16,0.988417673,0.983417673,0.978417673,0.976417673
744,0.01,16,12,8,4,0.989690531,0.984690531,0.979690531,0.977690531
745,0.01,16,12,8,8,0.990539596,0.985539596,0.980539596,0.978539596
746,0.01,16,12,8,12,0.984991305,0.979991305,0.974991305,0.972991305
747,0.01,16,12,8,16,0.983146851,0.978146851,0.973146851,0.971146851
748,0.01,16,12,16,4,0.986967261,0.981967261,0.976967261,0.974967261
749,0.01,16,12,16,8,0.992140702,0.987140702,0.982140702,0.980140702
750,0.01,16,12,16,12,0.984685999,0.979685999,0.974685999,0.972685999
751,0.01,16,12,16,16,0.992564384,0.987564384,0.982564384,0.980564384
752,0.01,16,16,2,4,0.98425537,0.97925537,0.97425537,0.97225537
753,0.01,16,16,2,8,0.988394507,0.983394507,0.978394507,0.976394507
754,0.01,16,16,2,12,0.988763408,0.983763408,0.978763408,0.976763408
755,0.01,16,16,2,16,0.983378626,0.978378626,0.973378626,0.971378626
756,0.01,16,16,4,4,0.988010689,0.983010689,0.978010689,0.976010689
757,0.01,16,16,4,8,0.99077812,0.98577812,0.98077812,0.97877812
758,0.01,16,16,4,12,0.987490916,0.982490916,0.977490916,0.975490916
759,0.01,16,16,4,16,0.984202017,0.979202017,0.974202017,0.972202017
760,0.01,16,16,8,4,0.990544437,0.985544437,0.980544437,0.978544437
761,0.01,16,16,8,8,0.983040679,0.978040679,0.973040679,0.971040679
762,0.01,16,16,8,12,0.987532965,0.982532965,0.977532965,0.975532965
763,0.01,16,16,8,16,0.986987427,0.981987427,0.976987427,0.974987427
764,0.01,16,16,16,4,0.990015019,0.985015019,0.980015019,0.978015019
765,0.01,16,16,16,8,0.987169842,0.982169842,0.977169842,0.975169842
766,0.01,16,16,16,12,0.991124387,0.986124387,0.981124387,0.979124387
767,0.01,16,16,16,16,0.986293065,0.981293065,0.976293065,0.974293065
